APN,StreetAddress,PermitNo,PermitType,PermitStatus,DateIssued,DateFinal,DescriptionOfWork,is_sfr,is_geotech,doc_url,Itemnum,StreetNumber,StreetName,DocDate,OnBaseDocType,DocTypeESD,UnitNo,CommercialTenant
4451001032,21224 PACIFIC COAST HWY,,BUILDING,PLAN CHECK ONLY,2025-03-11T00:00:00,,,False,False,https://publicaccess.ci.malibu.ca.us/onbase-portal/BuildingPermits/index.html?OBKey__19_1=785591,785591,21224,PACIFIC COAST HWY,2025-03-12T00:00:50,ESD-Street Files/Building Permits,PERMITS,,
4451001034,21220 PACIFIC COAST HWY,25-1322,PLUMBING,ISSUED,2025-07-23T00:00:00,,REPLACE EXISTING GAS LINE FROM THE GAS METER TO THE BUILDING WITH NEW PIPES AND FITTINGS IN AN EXISTING CONDOMINIUM.,False,False,https://publicaccess.ci.malibu.ca.us/onbase-portal/BuildingPermits/index.html?OBKey__19_1=800867,800867,21220,PACIFIC COAST HWY,2025-07-23T00:00:00,ESD-Street Files/Building Permits,PERMITS,,
4451002007,21602 PACIFIC COAST HWY,25-0462,BUILDING,ISSUED,2025-03-26T00:00:00,,"DEBRIS REMOVAL OF SFR DUE TO PALISADES FIRE. PRIOR TO COMMENCEMENT OF DEBRIS REMOVAL, ALL ONSITE WASTEWATER TREATMENT SYSTEM COMPONENTS MUST BE LOCATED, PROTECTED IN PLACE, AND CAPPED AS NECESSARY WHERE APPLICABLE.   SCHEDULE A PRE-CONSTRUCTION SITE",False,False,https://publicaccess.ci.malibu.ca.us/onbase-portal/BuildingPermits/index.html?OBKey__19_1=787559,787559,21602,PACIFIC COAST HWY,2025-03-26T00:00:00,ESD-Street Files/Building Permits,PERMITS,,
4451002010,21554 PACIFIC COAST HWY,26-0462,BUILDING,ISSUED,2026-03-03T00:00:00,,"ADMINISTRATIVE CHANGE IN CONTRACTOR  REF: 26-0260, 26-0261",False,False,https://publicaccess.ci.malibu.ca.us/onbase-portal/BuildingPermits/index.html?OBKey__19_1=823599,823599,21554,PACIFIC COAST HWY,2026-03-03T00:00:00,ESD-Street Files/Building Permits,PERMITS,,
4451002014,21540 PACIFIC COAST HWY,25-5040,SEPTIC,FINALLED,2025-06-12T00:00:00,2025-08-19T00:00:00,"PUMP SEPTIC TANK, REMOVAL OF EXISTING SEPTIC TANKS AND LEECH FIELD DUE TO PALISADES FIRE. FOR SAFETY PURPOSES, SCHEDULE A PRE-CONSTRUCTION SITE VISIT WITH A CITY INSPECTOR PRIOR TO THE START OF WORK. CONTACT CALTRANS IF ENCROACHMENT PERMIT REQUIRED",False,False,https://publicaccess.ci.malibu.ca.us/onbase-portal/BuildingPermits/index.html?OBKey__19_1=808012,808012,21540,PACIFIC COAST HWY,2025-06-12T00:00:00,ESD-Street Files/Building Permits,PERMITS,,
4451002017,21528 PACIFIC COAST HWY,25-0323,BUILDING,FINALLED,2025-03-10T00:00:00,2025-07-02T00:00:00,"DEBRIS REMOVAL OF SFR DUE TO PALISADES FIRE. PRIOR TO COMMENCEMENT OF DEBRIS REMOVAL, ALL ONSITE WASTEWATER TREATMENT SYSTEM COMPONENTS MUST BE LOCATED, PROTECTED IN PLACE, AND CAPPED AS NECESSARY WHERE APPLICABLE.   FOR SAFETY PURPOSES, SCHEDULE A P",False,False,https://publicaccess.ci.malibu.ca.us/onbase-portal/BuildingPermits/index.html?OBKey__19_1=797897,797897,21528,PACIFIC COAST HWY,2025-03-10T00:00:00,ESD-Street Files/Building Permits,PERMITS,,
4451002021,21506 PACIFIC COAST HWY,25-5037,SEPTIC,FINALLED,2025-06-10T00:00:00,,"PUMP SEPTIC TANK, REMOVAL OF EXISTING SEPTIC TANKS AND LEECH FIELD DUE TO PALISADES FIRE. FOR SAFETY PURPOSES, SCHEDULE A PRE-CONSTRUCTION SITE VISIT WITH A CITY INSPECTOR PRIOR TO THE START OF WORK. CONTACT CALTRANS IF ENCROACHMENT PERMIT REQUIRED",False,False,https://publicaccess.ci.malibu.ca.us/onbase-portal/BuildingPermits/index.html?OBKey__19_1=797526,797526,21506,PACIFIC COAST HWY,2025-06-10T00:00:00,ESD-Street Files/Building Permits,PERMITS,,
4451002026,21434 PACIFIC COAST HWY,25-0961,BUILDING,FINALLED,2025-05-22T00:00:00,,"RE-ROOFING THE EXISTING 1 STORY PITCHED TILE ROOF. (24 SQUARES) NEW LIGHTWEIGHT CLAY ""S"" TILES. XFR POLYGLASS UNDERLAYMENT. MUST MEET CLASS A AND CRRC REQUIREMENTS. NO STRUCTURAL CHANGES AUTHORIZED.",False,False,https://publicaccess.ci.malibu.ca.us/onbase-portal/BuildingPermits/index.html?OBKey__19_1=797527,797527,21434,PACIFIC COAST HWY,2025-05-22T00:00:00,ESD-Street Files/Building Permits,PERMITS,,
4451002027,21424 PACIFIC COAST HWY,25-0926,BUILDING,ISSUED,2025-05-12T00:00:00,,"DEBRIS REMOVAL DUE TO PALISADES FIRE. PRIOR TO COMMENCEMENT OF DEBRIS REMOVAL, ALL ONSITE WASTEWATER TREATMENT SYSTEM COMPONENTS MUST BE LOCATED, PROTECTED IN PLACE, AND CAPPED AS NECESSARY WHERE APPLICABLE. SCHEDULE A PRE-SITE MEETING WITH A CITY IN",False,False,https://publicaccess.ci.malibu.ca.us/onbase-portal/BuildingPermits/index.html?OBKey__19_1=793364,793364,21424,PACIFIC COAST HWY,2025-05-12T00:00:00,ESD-Street Files/Building Permits,PERMITS,,
4451002030,21414 PACIFIC COAST HWY,26-1401,BUILDING,ISSUED,2026-07-09T00:00:00,,NEW SEAWALL FOR NEW AOWTS  12 PILES @ 36” IN DIAMETER  108 LF @ 18' MAX HEIGHT    *SHARED SEAWALL WITH NEIGHBORING PROPERTY 21408 PCH REF: BP# 26-1358,False,False,https://publicaccess.ci.malibu.ca.us/onbase-portal/BuildingPermits/index.html?OBKey__19_1=833570,833570,21414,PACIFIC COAST HWY,2026-07-10T00:01:09,ESD-Street Files/Building Permits,PERMITS,,
4451002031,21408 PACIFIC COAST HWY,26-1354,BUILDING,ISSUED,2026-07-10T00:00:00,,"FOUNDATION - NSFR/ATT. GARAGE  9 PILES @ 36"" IN DIAMETER  +/- 250 LF OF GRADBEAM",False,False,https://publicaccess.ci.malibu.ca.us/onbase-portal/BuildingPermits/index.html?OBKey__19_1=834305,834305,21408,PACIFIC COAST HWY,2026-07-22T00:00:54,ESD-Street Files/Building Permits,PERMITS,,
4451002033,21536 PACIFIC COAST HWY,25-0599,BUILDING,FINALLED,2025-04-10T00:00:00,2025-09-18T00:00:00,"DEBRIS REMOVAL OF SFR DUE TO PALISADES FIRE. PRIOR TO COMMENCEMENT OF DEBRIS REMOVAL, ALL ONSITE WASTEWATER TREATMENT SYSTEM COMPONENTS MUST BE LOCATED, PROTECTED IN PLACE, AND CAPPED AS NECESSARY WHERE APPLICABLE.   SCHEDULE A PRE- SITE MEETING WITH",False,False,https://publicaccess.ci.malibu.ca.us/onbase-portal/BuildingPermits/index.html?OBKey__19_1=806837,806837,21536,PACIFIC COAST HWY,2025-04-10T00:00:00,ESD-Street Files/Building Permits,PERMITS,,
4451003021,21658 PACIFIC COAST HWY,,BUILDING,PLAN CHECK ONLY,2026-02-12T00:00:00,,,False,False,https://publicaccess.ci.malibu.ca.us/onbase-portal/BuildingPermits/index.html?OBKey__19_1=824452,824452,21658,PACIFIC COAST HWY,2026-03-18T00:01:11,ESD-Street Files/Building Permits,PERMITS,,
4451003022,21650 PACIFIC COAST HWY,26-0310,BUILDING,FINALLED,2026-02-10T00:00:00,2026-04-28T00:00:00,REPAIR/REPLACE EXISTING EXTERIOR DECK AND RETRACTABLE BEACH ACCESS STAIR DMAGED BY PALISADES FIRE.,False,False,https://publicaccess.ci.malibu.ca.us/onbase-portal/BuildingPermits/index.html?OBKey__19_1=828005,828005,21650,PACIFIC COAST HWY,2026-02-10T00:00:00,ESD-Street Files/Building Permits,PERMITS,,
4451003023,21644 PACIFIC COAST HWY,25-2392,BUILDING,ISSUED,2025-12-11T00:00:00,,"NSFR/ATT. GARAGE – PALISADES FIRE REBUILD  MAIN FLOOR: 1,505 SF  2ND FLOOR: 1,557 SF  ATT. GARAGE: 404 SF  TOTAL: 3,466 SF  ATT. DECKS    PRE-SITE BUILDING SAFETY INSPECTOR MEETING REQUIRED PRIOR TO THE START OF WORK. ADMINISTRATIVE CHANGE IN CONTRAC",True,False,https://publicaccess.ci.malibu.ca.us/onbase-portal/BuildingPermits/index.html?OBKey__19_1=816016,816016,21644,PACIFIC COAST HWY,2025-12-11T00:00:00,ESD-Street Files/Building Permits,PERMITS,,
4451003024,21640 PACIFIC COAST HWY,25-0429,BUILDING,ISSUED,2025-03-20T00:00:00,,"DEBRIS REMOVAL OF SFR DUE TO PALISADES FIRE. PRIOR TO COMMENCEMENT OF DEBRIS REMOVAL, ALL ONSITE WASTEWATER TREATMENT SYSTEM COMPONENTS MUST BE LOCATED, PROTECTED IN PLACE, AND CAPPED AS NECESSARY WHERE APPLICABLE.   FOR SAFETY PURPOSES, SCHEDULE A P",False,False,https://publicaccess.ci.malibu.ca.us/onbase-portal/BuildingPermits/index.html?OBKey__19_1=787301,787301,21640,PACIFIC COAST HWY,2025-03-20T00:00:00,ESD-Street Files/Building Permits,PERMITS,,
4451003025,21634 PACIFIC COAST HWY,25-5070,SEPTIC,FINALLED,2025-08-04T00:00:00,2025-08-19T00:00:00,"PUMP SEPTIC TANK, REMOVAL OF EXISTING SEPTIC TANKS AND OR LEECH FIELD DUE TO PALISADES FIRE. FOR SAFETY PURPOSES SCHEDULE A PRE-CONSTRUCTION SITE VISIT WITH A CITY  INSPECTOR PRIOR TO THE START OF WORK. CONTACT CALTRANS IF ENCROACHMENT PERMIT REQUIRE",False,False,https://publicaccess.ci.malibu.ca.us/onbase-portal/BuildingPermits/index.html?OBKey__19_1=808014,808014,21634,PACIFIC COAST HWY,2025-08-04T00:00:00,ESD-Street Files/Building Permits,PERMITS,,
4451003031,21614 PACIFIC COAST HWY,25-0532,BUILDING,FINALLED,2025-04-02T00:00:00,2025-09-30T00:00:00,"DEBRIS REMOVAL OF SFR DUE TO PALISADES FIRE. PRIOR TO COMMENCEMENT OF DEBRIS REMOVAL, ALL ONSITE WASTEWATER TREATMENT SYSTEM COMPONENTS MUST BE LOCATED, PROTECTED IN PLACE, AND CAPPED AS NECESSARY WHERE APPLICABLE.   SCHEDULE A PRE- SITE MEETING WITH",False,False,https://publicaccess.ci.malibu.ca.us/onbase-portal/BuildingPermits/index.html?OBKey__19_1=808077,808077,21614,PACIFIC COAST HWY,2025-04-02T00:00:00,ESD-Street Files/Building Permits,PERMITS,,
4451004010,21920 PACIFIC COAST HWY,25-0808,BUILDING,OPENED,2025-05-01T00:00:00,,,False,False,https://publicaccess.ci.malibu.ca.us/onbase-portal/BuildingPermits/index.html?OBKey__19_1=791717,791717,21920,PACIFIC COAST HWY,2025-05-03T00:01:32,ESD-Street Files/Building Permits,PERMITS,,
4451004011,21916 PACIFIC COAST HWY,25-0601,BUILDING,FINALLED,2025-04-10T00:00:00,2025-07-14T00:00:00,"DEBRIS REMOVAL OF SFR DUE TO PALISADES FIRE. PRIOR TO COMMENCEMENT OF DEBRIS REMOVAL, ALL ONSITE WASTEWATER TREATMENT SYSTEM COMPONENTS MUST BE LOCATED, PROTECTED IN PLACE, AND CAPPED AS NECESSARY WHERE APPLICABLE.   SCHEDULE A PRE- SITE MEETING WITH",False,False,https://publicaccess.ci.malibu.ca.us/onbase-portal/BuildingPermits/index.html?OBKey__19_1=799284,799284,21916,PACIFIC COAST HWY,2025-04-10T00:00:00,ESD-Street Files/Building Permits,PERMITS,,
4451004012,21910 PACIFIC COAST HWY,25-0704,BUILDING,ISSUED,2025-04-21T00:00:00,,"DEBRIS REMOVAL DUE TO PALISADES FIRE. PRIOR TO COMMENCEMENT OF DEBRIS REMOVAL, ALL ONSITE WASTEWATER TREATMENT SYSTEM COMPONENTS MUST BE LOCATED, PROTECTED IN PLACE, AND CAPPED AS NECESSARY WHERE APPLICABLE.   SCHEDULE A PRE-SITE MEETING WITH A CITY",False,False,https://publicaccess.ci.malibu.ca.us/onbase-portal/BuildingPermits/index.html?OBKey__19_1=790014,790014,21910,PACIFIC COAST HWY,2025-04-21T00:00:00,ESD-Street Files/Building Permits,PERMITS,,
4451004013,21906 PACIFIC COAST HWY,25-0699,BUILDING,ISSUED,2025-04-21T00:00:00,,"DEBRIS REMOVAL DUE TO PALISADES FIRE. PRIOR TO COMMENCEMENT OF DEBRIS REMOVAL, ALL ONSITE WASTEWATER TREATMENT SYSTEM COMPONENTS MUST BE LOCATED, PROTECTED IN PLACE, AND CAPPED AS NECESSARY WHERE APPLICABLE.   SCHEDULE A PRE-SITE MEETING WITH A CITY",False,False,https://publicaccess.ci.malibu.ca.us/onbase-portal/BuildingPermits/index.html?OBKey__19_1=790026,790026,21906,PACIFIC COAST HWY,2025-04-21T00:00:00,ESD-Street Files/Building Permits,PERMITS,,
4451004014,21900 PACIFIC COAST HWY,25-0463,BUILDING,FINALLED,2025-03-26T00:00:00,2025-08-01T00:00:00,"DEBRIS REMOVAL OF SFR DUE TO PALISADES FIRE. PRIOR TO COMMENCEMENT OF DEBRIS REMOVAL, ALL ONSITE WASTEWATER TREATMENT SYSTEM COMPONENTS MUST BE LOCATED, PROTECTED IN PLACE, AND CAPPED AS NECESSARY WHERE APPLICABLE.   FOR SAFETY PURPOSES, SCHEDULE A P",False,False,https://publicaccess.ci.malibu.ca.us/onbase-portal/BuildingPermits/index.html?OBKey__19_1=801779,801779,21900,PACIFIC COAST HWY,2025-03-26T00:00:00,ESD-Street Files/Building Permits,PERMITS,,
4451004016,21848 PACIFIC COAST HWY,25-5041,SEPTIC,FINALLED,2025-06-12T00:00:00,2025-08-19T00:00:00,"PUMP SEPTIC TANK, REMOVAL OF EXISTING SEPTIC TANKS AND OR LEECH FIELD DUE TO PALISADES FIRE. FOR SAFETY PURPOSES SCHEDULE A PRE-CONSTRUCTION SITE VISIT WITH A CITY  INSPECTOR PRIOR TO THE START OF WORK. CONTACT CALTRANS IF ENCROACHMENT PERMIT REQUIRE",False,False,https://publicaccess.ci.malibu.ca.us/onbase-portal/BuildingPermits/index.html?OBKey__19_1=808015,808015,21848,PACIFIC COAST HWY,2025-06-12T00:00:00,ESD-Street Files/Building Permits,PERMITS,,
4451004019,21836 PACIFIC COAST HWY,26-5023,SEPTIC,ISSUED,2026-02-26T00:00:00,,SEPTIC TANK (1000GAL) TO BE REMOVED AND VERIFIED PRIOR TO COVER - PALISADES FIRE,False,False,https://publicaccess.ci.malibu.ca.us/onbase-portal/BuildingPermits/index.html?OBKey__19_1=823128,823128,21836,PACIFIC COAST HWY,2026-02-26T00:00:00,ESD-Street Files/Building Permits,PERMITS,,
4451004021,21822 PACIFIC COAST HWY,25-1365,BUILDING,ISSUED,2025-07-30T00:00:00,,"NEW SINGLE-FAMILY RESIDENCE/ATTACHED GARAGE-PALISADES FIRE REBUILD.  MAIN LEVEL/ATTACHED GARAGE 3,412 SQ.FT. GARAGE 460 SQ. FT.  UPPER LEVEL 3,048 SQ. FT.  TOTAL 6,920 SQ. FT.  2+DECKS, TERRACE, BALCONY, SKYLIGHT, ROOF GARDEN",True,False,https://publicaccess.ci.malibu.ca.us/onbase-portal/BuildingPermits/index.html?OBKey__19_1=801668,801668,21822,PACIFIC COAST HWY,2025-07-30T00:00:00,ESD-Street Files/Building Permits,PERMITS,,
4451004022,21818 PACIFIC COAST HWY,25-0526,BUILDING,ISSUED,2025-04-01T00:00:00,,"DEBRIS REMOVAL OF SFR DUE TO PALISADES FIRE. PRIOR TO COMMENCEMENT OF DEBRIS REMOVAL, ALL ONSITE WASTEWATER TREATMENT SYSTEM COMPONENTS MUST BE LOCATED, PROTECTED IN PLACE, AND CAPPED AS NECESSARY WHERE APPLICABLE.   SCHEDULE A PRE- SITE MEETING WITH",False,False,https://publicaccess.ci.malibu.ca.us/onbase-portal/BuildingPermits/index.html?OBKey__19_1=787960,787960,21818,PACIFIC COAST HWY,2025-04-01T00:00:00,ESD-Street Files/Building Permits,PERMITS,,
4451004023,21812 PACIFIC COAST HWY,25-0449,BUILDING,FINALLED,2025-03-24T00:00:00,2025-07-25T00:00:00,"DEBRIS REMOVAL OF ESFR DUE TO PALISADES FIRE. PRIOR TO COMMENCEMENT OF DEBRIS REMOVAL, ALL ONSITE WASTEWATER TREATMENT SYSTEM COMPONENTS MUST BE LOCATED, PROTECTED IN PLACE, AND CAPPED AS NECESSARY WHERE APPLICABLE.   FOR SAFETY PURPOSES, SCHEDULE A",False,False,https://publicaccess.ci.malibu.ca.us/onbase-portal/BuildingPermits/index.html?OBKey__19_1=800887,800887,21812,PACIFIC COAST HWY,2025-03-24T00:00:00,ESD-Street Files/Building Permits,PERMITS,,
4451004024,21808 PACIFIC COAST HWY,25-2347,BUILDING,ISSUED,2025-12-08T00:00:00,,"ESFR INT/EXT STRUCTURAL REMODEL/REPAIRS DUE TO PALISADES FIRE DAMAGE: KITCHEN/BATHS, LAUNDRY ROOM, WINDOWS/DOORS, 1ST FL DECKING W/ 42"" GLASS GUARDRAIL/FENCING, 2ND FL. BALCONY W/42"" GLASS GUARDRAIL AND PERGOLLA, OUTDOOR KITCHEN, EXT. SIDING AS NEEDE",False,False,https://publicaccess.ci.malibu.ca.us/onbase-portal/BuildingPermits/index.html?OBKey__19_1=814807,814807,21808,PACIFIC COAST HWY,2025-12-08T00:00:00,ESD-Street Files/Building Permits,PERMITS,,
4451005008,22070 PACIFIC COAST HWY,25-0274,BUILDING,FINALLED,2025-02-28T00:00:00,2025-08-07T00:00:00,"DEBRIS REMOVAL OF ESFR DUE TO PALISADES FIRE. PRIOR TO COMMENCEMENT OF DEBRIS REMOVAL, ALL ONSITE WASTEWATER TREATMENT SYSTEM COMPONENTS MUST BE LOCATED, PROTECTED IN PLACE, AND CAPPED AS NECESSARY WHERE APPLICABLE. PRE-SITE CITY INSPECTOR MEETING RE",False,False,https://publicaccess.ci.malibu.ca.us/onbase-portal/BuildingPermits/index.html?OBKey__19_1=808019,808019,22070,PACIFIC COAST HWY,2025-02-28T00:00:00,ESD-Street Files/Building Permits,PERMITS,,
4451005013,22048 PACIFIC COAST HWY,26-1248,BUILDING,ISSUED,2026-06-08T00:00:00,,NEW FOUNDATION – PALISADE FIRE REBUILD  15 PILES @ 30” IN DIAMETER  CONCRETE GRADEBEAM AT +/- 250 LF,True,False,https://publicaccess.ci.malibu.ca.us/onbase-portal/BuildingPermits/index.html?OBKey__19_1=831729,831729,22048,PACIFIC COAST HWY,2026-06-08T00:00:00,ESD-Street Files/Building Permits,PERMITS,,
4451005016,22038 PACIFIC COAST HWY,25-0457,BUILDING,FINALLED,2025-03-17T00:00:00,2025-08-11T00:00:00,"DEBRIS REMOVAL OF SFR DUE TO PALISADES FIRE. PRIOR TO COMMENCEMENT OF DEBRIS REMOVAL, ALL ONSITE WASTEWATER TREATMENT SYSTEM COMPONENTS MUST BE LOCATED, PROTECTED IN PLACE, AND CAPPED AS NECESSARY WHERE APPLICABLE.   SCHEDULE A PRE-SITE CONSTRUCTION",False,False,https://publicaccess.ci.malibu.ca.us/onbase-portal/BuildingPermits/index.html?OBKey__19_1=808018,808018,22038,PACIFIC COAST HWY,2025-03-17T00:00:00,ESD-Street Files/Building Permits,PERMITS,,
4451005017,22030 PACIFIC COAST HWY,25-0468,BUILDING,FINALLED,2025-03-26T00:00:00,2025-08-25T00:00:00,"DEBRIS REMOVAL OF SFR DUE TO PALISADES FIRE. PRIOR TO COMMENCEMENT OF DEBRIS REMOVAL, ALL ONSITE WASTEWATER TREATMENT SYSTEM COMPONENTS MUST BE LOCATED, PROTECTED IN PLACE, AND CAPPED AS NECESSARY WHERE APPLICABLE.   SCHEDULE A PRE-CONSTRUCTION SITE",False,False,https://publicaccess.ci.malibu.ca.us/onbase-portal/BuildingPermits/index.html?OBKey__19_1=808017,808017,22030,PACIFIC COAST HWY,2025-03-26T00:00:00,ESD-Street Files/Building Permits,PERMITS,,
4451005018,22028 PACIFIC COAST HWY,25-0595,BUILDING,ISSUED,2025-04-10T00:00:00,,"DEBRIS REMOVAL OF SFR DUE TO PALISADES FIRE. PRIOR TO COMMENCEMENT OF DEBRIS REMOVAL, ALL ONSITE WASTEWATER TREATMENT SYSTEM COMPONENTS MUST BE LOCATED, PROTECTED IN PLACE, AND CAPPED AS NECESSARY WHERE APPLICABLE.   SCHEDULE A PRE- SITE MEETING WITH",False,False,https://publicaccess.ci.malibu.ca.us/onbase-portal/BuildingPermits/index.html?OBKey__19_1=789221,789221,22028,PACIFIC COAST HWY,2025-04-10T00:00:00,ESD-Street Files/Building Permits,PERMITS,,
4451005019,22024 PACIFIC COAST HWY,26-1756,BUILDING,ISSUED,2026-07-27T00:00:00,,REUSE OF [E] BASEMENT FOUNDATIONS  4 PILES @ 36” IN DIAMETER W/9' RETAINING WALLS  TEMP SHORING 8 PILES @ 30” IN DIAMETER,False,False,https://publicaccess.ci.malibu.ca.us/onbase-portal/BuildingPermits/index.html?OBKey__19_1=834753,834753,22024,PACIFIC COAST HWY,2026-07-27T21:01:24,ESD-Street Files/Building Permits,PERMITS,,
4451005021,22012 PACIFIC COAST HWY,25-0565,BUILDING,FINALLED,2025-04-05T00:00:00,2025-08-13T00:00:00,"DEBRIS REMOVAL OF SFR DUE TO PALISADES FIRE. PRIOR TO COMMENCEMENT OF DEBRIS REMOVAL, ALL ONSITE WASTEWATER TREATMENT SYSTEM COMPONENTS MUST BE LOCATED, PROTECTED IN PLACE, AND CAPPED AS NECESSARY WHERE APPLICABLE.   SCHEDULE A PRE-CONSTRUCTION SITE",False,False,https://publicaccess.ci.malibu.ca.us/onbase-portal/BuildingPermits/index.html?OBKey__19_1=808016,808016,22012,PACIFIC COAST HWY,2025-04-05T00:00:00,ESD-Street Files/Building Permits,PERMITS,,
4451005032,21928 PACIFIC COAST HWY,25-0650,BUILDING,ISSUED,2025-04-16T00:00:00,,"DEBRIS REMOVAL OF SFR DUE TO PALISADES FIRE. PRIOR TO COMMENCEMENT OF DEBRIS REMOVAL, ALL ONSITE WASTEWATER TREATMENT SYSTEM COMPONENTS MUST BE LOCATED, PROTECTED IN PLACE, AND CAPPED AS NECESSARY WHERE APPLICABLE.   SCHEDULE A PRE- SITE MEETING WITH",False,False,https://publicaccess.ci.malibu.ca.us/onbase-portal/BuildingPermits/index.html?OBKey__19_1=791846,791846,21928,PACIFIC COAST HWY,2025-04-16T00:00:00,ESD-Street Files/Building Permits,PERMITS,,
4451006015,22244 PACIFIC COAST HWY,,BUILDING,PLAN CHECK ONLY,2026-03-19T00:00:00,,,False,False,https://publicaccess.ci.malibu.ca.us/onbase-portal/BuildingPermits/index.html?OBKey__19_1=824664,824664,22244,PACIFIC COAST HWY,2026-03-20T00:01:19,ESD-Street Files/Building Permits,PERMITS,,
4451006016,22240 PACIFIC COAST HWY,25-0665,BUILDING,FINALLED,2025-04-16T00:00:00,2025-09-02T00:00:00,"DEBRIS REMOVAL OF SFR DUE TO PALISADES FIRE. PRIOR TO COMMENCEMENT OF DEBRIS REMOVAL, ALL ONSITE WASTEWATER TREATMENT SYSTEM COMPONENTS MUST BE LOCATED, PROTECTED IN PLACE, AND CAPPED AS NECESSARY WHERE APPLICABLE.   SCHEDULE A PRE- SITE MEETING WITH",False,False,https://publicaccess.ci.malibu.ca.us/onbase-portal/BuildingPermits/index.html?OBKey__19_1=807942,807942,22240,PACIFIC COAST HWY,2025-04-16T00:00:00,ESD-Street Files/Building Permits,PERMITS,,
4451006017,22234 PACIFIC COAST HWY,25-0666,BUILDING,FINALLED,2025-04-16T00:00:00,2025-09-02T00:00:00,"DEBRIS REMOVAL OF SFR DUE TO PALISADES FIRE. PRIOR TO COMMENCEMENT OF DEBRIS REMOVAL, ALL ONSITE WASTEWATER TREATMENT SYSTEM COMPONENTS MUST BE LOCATED, PROTECTED IN PLACE, AND CAPPED AS NECESSARY WHERE APPLICABLE.   SCHEDULE A PRE- SITE MEETING WITH",False,False,https://publicaccess.ci.malibu.ca.us/onbase-portal/BuildingPermits/index.html?OBKey__19_1=807940,807940,22234,PACIFIC COAST HWY,2025-04-16T00:00:00,ESD-Street Files/Building Permits,PERMITS,,
4451006022,22202 PACIFIC COAST HWY,26-1195,BUILDING,ISSUED,2026-06-02T00:00:00,,INSTALLATION OF GLAZED DOORS/WINDOWS TO REPLACE EXISTING.,False,False,https://publicaccess.ci.malibu.ca.us/onbase-portal/BuildingPermits/index.html?OBKey__19_1=830986,830986,22202,PACIFIC COAST HWY,2026-06-02T00:00:00,ESD-Street Files/Building Permits,PERMITS,,
4451006024,22164 PACIFIC COAST HWY,25-1544,BUILDING,OPENED,2025-08-28T00:00:00,,,False,False,https://publicaccess.ci.malibu.ca.us/onbase-portal/BuildingPermits/index.html?OBKey__19_1=804681,804681,22164,PACIFIC COAST HWY,2025-08-29T00:00:56,ESD-Street Files/Building Permits,PERMITS,,
4451006034,22208 PACIFIC COAST HWY,25-0589,BUILDING,FINALLED,2025-04-09T00:00:00,,ESFR - RE-ROOF. REMOVE EXISTING MATERIALS AND INSTALL 2 LAYERS OF MBTECHNOLOGY LAYFAST TU35 ULD AND 45SQ OF NEW ASPHALT SHINGLES. [ESR 1389]. CALL FOR CITY INSPECTION AT THE COMPLETION OF TEARDOWN. MUST MEET CLASS A REQUIREMENTS. NO STRUCTURAL CHANGE,False,False,https://publicaccess.ci.malibu.ca.us/onbase-portal/BuildingPermits/index.html?OBKey__19_1=799879,799879,22208,PACIFIC COAST HWY,2025-04-09T00:00:00,ESD-Street Files/Building Permits,PERMITS,,
4451006035,22108 PACIFIC COAST HWY,25-0487,BUILDING,ISSUED,2025-03-27T00:00:00,,"DEBRIS REMOVAL OF SFR DUE TO PALISADES FIRE. PRIOR TO COMMENCEMENT OF DEBRIS REMOVAL, ALL ONSITE WASTEWATER TREATMENT SYSTEM COMPONENTS MUST BE LOCATED, PROTECTED IN PLACE, AND CAPPED AS NECESSARY WHERE APPLICABLE.   SCHEDULE A PRE-CONSTRUCTION SITE",False,False,https://publicaccess.ci.malibu.ca.us/onbase-portal/BuildingPermits/index.html?OBKey__19_1=787958,787958,22108,PACIFIC COAST HWY,2025-03-27T00:00:00,ESD-Street Files/Building Permits,PERMITS,,
4451006039,22126 PACIFIC COAST HWY,25-1019,BUILDING,ISSUED,2025-06-02T00:00:00,,"DEBRIS REMOVAL DUE TO PALISADES FIRE. PRIOR TO COMMENCEMENT OF DEBRIS REMOVAL, ALL ONSITE WASTEWATER TREATMENT SYSTEM COMPONENTS MUST BE LOCATED, PROTECTED IN PLACE, AND CAPPED AS NECESSARY WHERE APPLICABLE. SCHEDULE A PRE-SITE MEETING WITH A CITY IN",False,False,https://publicaccess.ci.malibu.ca.us/onbase-portal/BuildingPermits/index.html?OBKey__19_1=795150,795150,22126,PACIFIC COAST HWY,2025-06-02T00:00:00,ESD-Street Files/Building Permits,PERMITS,,
4451006041,22210 PACIFIC COAST HWY,25-1499,BUILDING,FINALLED,2025-08-19T00:00:00,2026-04-10T00:00:00,"ESFR. ADDITION OF (N) RETRACTABLE INTERIOR STAIRS FOR EQUIPMENT ACCESS, IN GARAGE. ADDITION OF EXTERIOR ACCESS DOOR ALONG (E) SITE WALL.",False,False,https://publicaccess.ci.malibu.ca.us/onbase-portal/BuildingPermits/index.html?OBKey__19_1=826705,826705,22210,PACIFIC COAST HWY,2025-08-19T00:00:00,ESD-Street Files/Building Permits,PERMITS,,
