APN,StreetAddress,PermitNo,PermitType,PermitStatus,DateIssued,DateFinal,DescriptionOfWork,is_sfr,is_geotech,doc_url,Itemnum,StreetNumber,StreetName,DocDate,OnBaseDocType,DocTypeESD,UnitNo,CommercialTenant
4450009027,21026 PACIFIC COAST HWY,25-0767,ELECTRICAL,FINALLED,2025-04-28T00:00:00,,"ESFR INSTALL ROOF MOUNTED SOLAR 5.850KW PV SYSTEM, (13) LA SOLAR LS450BL 450W BOB MODULES, (1) TESLA POWERWALL 3.",False,False,https://publicaccess.ci.malibu.ca.us/onbase-portal/BuildingPermits/index.html?OBKey__19_1=799021,799021,21026,PACIFIC COAST HWY,2025-04-28T00:00:00,ESD-Street Files/Building Permits,PERMITS,,
4450009032,20944 PACIFIC COAST HWY,25-0546,BUILDING,FINALLED,2025-04-03T00:00:00,2025-09-16T00:00:00,"DEBRIS REMOVAL OF SFR DUE TO PALISADES FIRE. PRIOR TO COMMENCEMENT OF DEBRIS REMOVAL, ALL ONSITE WASTEWATER TREATMENT SYSTEM COMPONENTS MUST BE LOCATED, PROTECTED IN PLACE, AND CAPPED AS NECESSARY WHERE APPLICABLE.   SCHEDULE A PRE-CONSTRUCTION SITE",False,False,https://publicaccess.ci.malibu.ca.us/onbase-portal/BuildingPermits/index.html?OBKey__19_1=806832,806832,20944,PACIFIC COAST HWY,2025-04-03T00:00:00,ESD-Street Files/Building Permits,PERMITS,,
4450009033,20946 PACIFIC COAST HWY,25-0539,BUILDING,FINALLED,2025-04-02T00:00:00,2025-09-16T00:00:00,"DEBRIS REMOVAL OF SFR DUE TO PALISADES FIRE. PRIOR TO COMMENCEMENT OF DEBRIS REMOVAL, ALL ONSITE WASTEWATER TREATMENT SYSTEM COMPONENTS MUST BE LOCATED, PROTECTED IN PLACE, AND CAPPED AS NECESSARY WHERE APPLICABLE.   SCHEDULE A PRE-CONSTRUCTION SITE",False,False,https://publicaccess.ci.malibu.ca.us/onbase-portal/BuildingPermits/index.html?OBKey__19_1=806833,806833,20946,PACIFIC COAST HWY,2025-04-02T00:00:00,ESD-Street Files/Building Permits,PERMITS,,
4450010024,21110 PACIFIC COAST HWY,26-0384,BUILDING,ISSUED,2026-02-20T00:00:00,,"ESFR INT REMODEL/ EXT ALTERATION - KITCHEN AND BATHS, REPLACE EXISTING GLAZED DOOR/WINDOWS. REPLASTER EXTERIOR STUCCO WALL.",False,False,https://publicaccess.ci.malibu.ca.us/onbase-portal/BuildingPermits/index.html?OBKey__19_1=822560,822560,21110,PACIFIC COAST HWY,2026-02-20T00:00:00,ESD-Street Files/Building Permits,PERMITS,,
4450010028,21150 PACIFIC COAST HWY,,BUILDING,PLAN CHECK ONLY,2026-04-15T00:00:00,,,False,False,https://publicaccess.ci.malibu.ca.us/onbase-portal/BuildingPermits/index.html?OBKey__19_1=827144,827144,21150,PACIFIC COAST HWY,2026-04-18T00:01:23,ESD-Street Files/Building Permits,PERMITS,,
4450010030,21064 PACIFIC COAST HWY,26-0475,BUILDING,ISSUED,2026-03-05T00:00:00,,BUILDING: REINSTATE EXPIRED BUILDING PERMIT - REF 16-0743,False,False,https://publicaccess.ci.malibu.ca.us/onbase-portal/BuildingPermits/index.html?OBKey__19_1=824178,824178,21064,PACIFIC COAST HWY,2026-03-05T00:00:00,ESD-Street Files/Building Permits,PERMITS,,
4450010031,21066 PACIFIC COAST HWY,26-0558,BUILDING,ISSUED,2026-03-13T00:00:00,,BUILDING: REINSTATE EXPIRED BUILDING PERMIT - REF 16-0497,False,False,https://publicaccess.ci.malibu.ca.us/onbase-portal/BuildingPermits/index.html?OBKey__19_1=824336,824336,21066,PACIFIC COAST HWY,2026-03-13T00:00:00,ESD-Street Files/Building Permits,PERMITS,,
4450011025,20110 ROCKPORT WAY,25-0330,BUILDING,ISSUED,2025-03-06T00:00:00,,"DEBRIS REMOVAL OF ESFR DUE TO PALISADES FIRE. PRIOR TO COMMENCEMENT OF DEBRIS REMOVAL, ALL ONSITE WASTEWATER TREATMENT SYSTEM COMPONENTS MUST BE LOCATED, PROTECTED IN PLACE, AND CAPPED AS NECESSARY WHERE APPLICABLE. PRE-SITE CITY INSPECTOR MEETING RE",False,False,https://publicaccess.ci.malibu.ca.us/onbase-portal/BuildingPermits/index.html?OBKey__19_1=785170,785170,20110,ROCKPORT WAY,2025-03-06T00:00:00,ESD-Street Files/Building Permits,PERMITS,,
4450011039,19901 PACIFIC COAST HWY,25-1751,EXCAVATION,ISSUED,2025-09-29T00:00:00,,DRILLING OF TWO BORINGS,False,False,https://publicaccess.ci.malibu.ca.us/onbase-portal/BuildingPermits/index.html?OBKey__19_1=807882,807882,19901,PACIFIC COAST HWY,2025-09-29T00:00:00,ESD-Street Files/Building Permits,PERMITS,,
4450011042,20202 INLAND LN,25-1122,BUILDING,ISSUED,2025-06-12T00:00:00,,"DEBRIS REMOVAL DUE TO PALISADES FIRE. PRIOR TO COMMENCEMENT OF DEBRIS REMOVAL, ALL ONSITE WASTEWATER TREATMENT SYSTEM COMPONENTS MUST BE LOCATED, PROTECTED IN PLACE, AND CAPPED AS NECESSARY WHERE APPLICABLE.   SCHEDULE A PRE-SITE MEETING WITH A CITY",False,False,https://publicaccess.ci.malibu.ca.us/onbase-portal/BuildingPermits/index.html?OBKey__19_1=796238,796238,20202,INLAND LN,2025-06-12T00:00:00,ESD-Street Files/Building Permits,PERMITS,,
4450012022,20464 ROCA CHICA DR,25-0368,BUILDING,FINALLED,2025-03-14T00:00:00,2025-09-30T00:00:00,"DEBRIS REMOVAL OF SFR DUE TO PALISADES FIRE. PRIOR TO COMMENCEMENT OF DEBRIS REMOVAL, ALL ONSITE WASTEWATER TREATMENT SYSTEM COMPONENTS MUST BE LOCATED, PROTECTED IN PLACE, AND CAPPED AS NECESSARY WHERE APPLICABLE.   SCHEDULE A PRE-CONSTRUCTION SITE",False,False,https://publicaccess.ci.malibu.ca.us/onbase-portal/BuildingPermits/index.html?OBKey__19_1=808084,808084,20464,ROCA CHICA DR,2025-03-14T00:00:00,ESD-Street Files/Building Permits,PERMITS,,
4450012026,20450 ROCA CHICA DR,,BUILDING,PLAN CHECK ONLY,2026-06-22T00:00:00,,,False,False,https://publicaccess.ci.malibu.ca.us/onbase-portal/BuildingPermits/index.html?OBKey__19_1=832878,832878,20450,ROCA CHICA DR,2026-07-01T00:01:44,ESD-Street Files/Building Permits,PERMITS,,
4450012028,20279 INLAND LN,26-1914,BUILDING,ISSUED,2026-07-28T00:00:00,,NEW SITE RETAINING WALL  +/- 35 LF @ 6FT MAX HEIGHT,False,False,https://publicaccess.ci.malibu.ca.us/onbase-portal/BuildingPermits/index.html?OBKey__19_1=834820,834820,20279,INLAND LN,2026-07-29T00:00:59,ESD-Street Files/Building Permits,PERMITS,,
4450012030,20282 INLAND LN,25-0639,BUILDING,ISSUED,2025-04-15T00:00:00,,"DEBRIS REMOVAL OF SFR DUE TO PALISADES FIRE. PRIOR TO COMMENCEMENT OF DEBRIS REMOVAL, ALL ONSITE WASTEWATER TREATMENT SYSTEM COMPONENTS MUST BE LOCATED, PROTECTED IN PLACE, AND CAPPED AS NECESSARY WHERE APPLICABLE.   SCHEDULE A PRE- SITE MEETING WITH",False,False,https://publicaccess.ci.malibu.ca.us/onbase-portal/BuildingPermits/index.html?OBKey__19_1=789632,789632,20282,INLAND LN,2025-04-15T00:00:00,ESD-Street Files/Building Permits,PERMITS,,
4450012031,20276 INLAND LN,26-0737,BUILDING,ISSUED,2026-04-02T00:00:00,,"ADMINISTRATIVE CHANGE IN CONTRACTOR  REF: 26-0269, 26-0270, 26-0276",False,False,https://publicaccess.ci.malibu.ca.us/onbase-portal/BuildingPermits/index.html?OBKey__19_1=826580,826580,20276,INLAND LN,2026-04-02T00:00:00,ESD-Street Files/Building Permits,PERMITS,,
4450012033,20270 INLAND LN,26-1694,BUILDING,ISSUED,2026-07-17T00:00:00,,ADMINISTRATIVE CHANGE FROM OWNER/BUILDER TO CONTRACTOR  REF: 26-1369,False,False,https://publicaccess.ci.malibu.ca.us/onbase-portal/BuildingPermits/index.html?OBKey__19_1=834139,834139,20270,INLAND LN,2026-07-18T00:01:17,ESD-Street Files/Building Permits,PERMITS,,
4450012034,20260 INLAND LN,26-0507,BUILDING,ISSUED,2026-03-10T00:00:00,,"REUSE OF EXISTING FOUNDATION, PILES AND GRADE BEAMS W/ADDITION OF +/- 500 LF OF GRADE BEAM AND [N] CONCRETE SLAB.",False,False,https://publicaccess.ci.malibu.ca.us/onbase-portal/BuildingPermits/index.html?OBKey__19_1=824058,824058,20260,INLAND LN,2026-03-10T00:00:00,ESD-Street Files/Building Permits,PERMITS,,
4450012036,20269 INLAND LN,25-0482,BUILDING,ISSUED,2025-03-27T00:00:00,,"DEBRIS REMOVAL OF SFR DUE TO PALISADES FIRE. PRIOR TO COMMENCEMENT OF DEBRIS REMOVAL, ALL ONSITE WASTEWATER TREATMENT SYSTEM COMPONENTS MUST BE LOCATED, PROTECTED IN PLACE, AND CAPPED AS NECESSARY WHERE APPLICABLE.   SCHEDULE A PRE-CONSTRUCTION SITE",False,False,https://publicaccess.ci.malibu.ca.us/onbase-portal/BuildingPermits/index.html?OBKey__19_1=787573,787573,20269,INLAND LN,2025-03-27T00:00:00,ESD-Street Files/Building Permits,PERMITS,,
4450012037,20259 INLAND LN,25-2080,BUILDING,ISSUED,2025-11-07T00:00:00,,"NSFR W/ATT. GARAGE, CONCRETE SLAB FOUNDATION - PALISADES FIRE REBUILD  SINGLE STORY: 2,493 SF  ATT. GARAGE: 500 SF  TOTAL: 2,993 SF  PRE-SITE BUILDING SAFETY INSPECTOR MEETING REQUIRED PRIOR TO THE START OF WORK.",True,False,https://publicaccess.ci.malibu.ca.us/onbase-portal/BuildingPermits/index.html?OBKey__19_1=812723,812723,20259,INLAND LN,2025-11-07T00:00:00,ESD-Street Files/Building Permits,PERMITS,,
4450012040,20494 ROCA CHICA DR,26-1340,BUILDING,ISSUED,2026-06-10T00:00:00,,"NSFR/ATT. GARAGE, CONCRETE SLAB FOUNDATION - PALISADES FIRE REBUILD   SINGLE STORY: 3,209 SF  ATT. GARAGE: 450 SF   TOTAL: 3,659 SF  ATT. DECK AND TRELLIS",True,False,https://publicaccess.ci.malibu.ca.us/onbase-portal/BuildingPermits/index.html?OBKey__19_1=831721,831721,20494,ROCA CHICA DR,2026-06-10T00:00:00,ESD-Street Files/Building Permits,PERMITS,,
4450013058,20249 INLAND LN,26-1642,BUILDING,ISSUED,2026-07-02T00:00:00,,"NSFR/ATT. GARAGE, CONCRETE SLAB FOUNDATION - PALISADES FIRE REBUILD  1ST FLOOR: 1,932 SF  2ND FLOOR: 1,300 SF  GARAGE: 537 SF  TOTAL: 3,232 SF  ATT. DECK",True,False,https://publicaccess.ci.malibu.ca.us/onbase-portal/BuildingPermits/index.html?OBKey__19_1=834226,834226,20249,INLAND LN,2026-07-20T21:01:28,ESD-Street Files/Building Permits,PERMITS,,
4450013059,20239 INLAND LN,25-0724,BUILDING,ISSUED,2025-04-23T00:00:00,,"DEBRIS REMOVAL OF SFR DUE TO PALISADES FIRE. PRIOR TO COMMENCEMENT OF DEBRIS REMOVAL, ALL ONSITE WASTEWATER TREATMENT SYSTEM COMPONENTS MUST BE LOCATED, PROTECTED IN PLACE, AND CAPPED AS NECESSARY WHERE APPLICABLE.   SCHEDULE A PRE-SITE MEETING WITH",False,False,https://publicaccess.ci.malibu.ca.us/onbase-portal/BuildingPermits/index.html?OBKey__19_1=790206,790206,20239,INLAND LN,2025-04-23T00:00:00,ESD-Street Files/Building Permits,PERMITS,,
4450013060,20229 INLAND LN,25-2090,BUILDING,ISSUED,2025-11-07T00:00:00,,"NSFR W/ATT. GARAGE, CONCRETE SLAB FOUNDATION - PALISADES FIRE REBUILD  SINGLE STORY: 2,853 SF  ATT. GARAGE: 575 SF  TOTAL: 3,428 SF  [N] PATIO COVER  PRE-SITE BUILDING SAFETY INSPECTOR MEETING REQUIRED PRIOR TO THE START OF WORK.",True,False,https://publicaccess.ci.malibu.ca.us/onbase-portal/BuildingPermits/index.html?OBKey__19_1=812465,812465,20229,INLAND LN,2025-11-07T00:00:00,ESD-Street Files/Building Permits,PERMITS,,
4450013061,20219 INLAND LN,,BUILDING,PLAN CHECK ONLY,2026-06-11T00:00:00,,,False,False,https://publicaccess.ci.malibu.ca.us/onbase-portal/BuildingPermits/index.html?OBKey__19_1=834711,834711,20219,INLAND LN,2026-07-27T20:01:10,ESD-Street Files/Building Permits,PERMITS,,
4450013062,20205 INLAND LN,,BUILDING,PLAN CHECK ONLY,2026-05-26T00:00:00,,,False,False,https://publicaccess.ci.malibu.ca.us/onbase-portal/BuildingPermits/index.html?OBKey__19_1=831180,831180,20205,INLAND LN,2026-06-06T00:01:06,ESD-Street Files/Building Permits,PERMITS,,
4450013064,20218 PIEDRA CHICA RD,26-0485,BUILDING,ISSUED,2026-03-05T00:00:00,,"NSFR/ATT. GARAGE, CONCRETE SLAB FOUNDATION - PALISADES FIRE REBUILD  SINGLE STORY: 3,062 SF  ATT. GARAGE: 513 SF  TOTAL: 3,575 SF",True,False,https://publicaccess.ci.malibu.ca.us/onbase-portal/BuildingPermits/index.html?OBKey__19_1=823697,823697,20218,PIEDRA CHICA RD,2026-03-05T00:00:00,ESD-Street Files/Building Permits,PERMITS,,
4450013068,20243 PIEDRA CHICA RD,26-1910,MECHANICAL,ISSUED,2026-07-27T00:00:00,,,False,False,https://publicaccess.ci.malibu.ca.us/onbase-portal/BuildingPermits/index.html?OBKey__19_1=834712,834712,20243,PIEDRA CHICA RD,2026-07-27T20:01:10,ESD-Street Files/Building Permits,PERMITS,,
4450013069,20241 PIEDRA CHICA RD,25-2025,BUILDING,ISSUED,2025-10-30T00:00:00,,,False,False,https://publicaccess.ci.malibu.ca.us/onbase-portal/BuildingPermits/index.html?OBKey__19_1=812139,812139,20241,PIEDRA CHICA RD,2025-11-05T00:01:49,ESD-Street Files/Building Permits,PERMITS,,
4450013070,20235 PIEDRA CHICA RD,26-0710,BUILDING,ISSUED,2026-03-30T00:00:00,,REMOVAL OF DRYWALL ONLY ON EXTERIOR WALLS AND CEILING TO ASSESS FOR FIRE DAMAGE.  REMOVAL OF CONTAMINATED INSULATION AS NEEDED.  NO OTHER CHANGES AUTHORIZED.  INSPECTION REQUIRED UPON COMPLETION OF DRYWALL REMOVAL.,False,False,https://publicaccess.ci.malibu.ca.us/onbase-portal/BuildingPermits/index.html?OBKey__19_1=825538,825538,20235,PIEDRA CHICA RD,2026-03-30T00:00:00,ESD-Street Files/Building Permits,PERMITS,,
4450013071,20223 PIEDRA CHICA RD,26-1624,BUILDING,ISSUED,2026-07-01T00:00:00,,ATF DEMO OF EXISTING POOL,False,False,https://publicaccess.ci.malibu.ca.us/onbase-portal/BuildingPermits/index.html?OBKey__19_1=833333,833333,20223,PIEDRA CHICA RD,2026-07-08T00:01:31,ESD-Street Files/Building Permits,PERMITS,,
4450013072,20207 PIEDRA CHICA RD,26-1560,PLUMBING,FINALLED,2026-06-26T00:00:00,2026-07-08T00:00:00,ESFR - INSTALLATION OF (01) 1.5” LITTLE FIREFIGHTER SGSOV FOR POINT OF SALE,False,False,https://publicaccess.ci.malibu.ca.us/onbase-portal/BuildingPermits/index.html?OBKey__19_1=833956,833956,20207,PIEDRA CHICA RD,2026-06-26T00:00:00,ESD-Street Files/Building Permits,PERMITS,,
4450013073,20324 SEABOARD RD,26-1574,BUILDING,ISSUED,2026-07-24T00:00:00,,"FOUNDATIONS - NSFR/ATT. GARAGE  19 PILES @ 24"" IN DIAMETER  GRADEBEAMS +/- 250 LF",False,False,https://publicaccess.ci.malibu.ca.us/onbase-portal/BuildingPermits/index.html?OBKey__19_1=834726,834726,20324,SEABOARD RD,2026-07-27T21:01:24,ESD-Street Files/Building Permits,PERMITS,,
4450013074,20404 ROCA CHICA DR,25-1679,BUILDING,FINALLED,2025-09-18T00:00:00,2026-04-14T00:00:00,ATF MINOR STRUCTURAL INTERIOR REMODEL OF PRIMARY BATHROOM IN ESFR,False,False,https://publicaccess.ci.malibu.ca.us/onbase-portal/BuildingPermits/index.html?OBKey__19_1=827022,827022,20404,ROCA CHICA DR,2025-09-18T00:00:00,ESD-Street Files/Building Permits,PERMITS,,
4450013075,20412 ROCA CHICA DR,26-1717,BUILDING,ISSUED,2026-07-09T00:00:00,,"NSFR/ATT. GARAGE, CONCRETE SLAB - PALISADES FIRE REBUILD  SINGLE STORY: 2,652 SF  ATT. GARAGE: 552 SF  TOTAL: 3,204 SF  [N] TRELLIS, CANTILEVERED DECK  ADMINISTRATIVE CHANGE FROM OWNER/BUILDER TO LICENSED CONTRACTOR REQUIRED PRIOR TO THE START OF WOR",True,False,https://publicaccess.ci.malibu.ca.us/onbase-portal/BuildingPermits/index.html?OBKey__19_1=833940,833940,20412,ROCA CHICA DR,2026-07-15T11:16:53,ESD-Street Files/Building Permits,PERMITS,1,
4450013079,20434 ROCA CHICA DR,25-2383,BUILDING,ISSUED,2025-12-11T00:00:00,,"NSFR/ATT. GARAGE, CONCRETE SLAB FOUNDATION - PALISADES FIRE REBUILD  SINGLE STORY: 2,764 SF  ATT. GARAGE: 489 SF  TOTAL: 3,253 SF    PRE-SITE BUILDING SAFETY INSPECTOR MEETING REQUIRED PRIOR TO THE START OF WORK.",True,False,https://publicaccess.ci.malibu.ca.us/onbase-portal/BuildingPermits/index.html?OBKey__19_1=815421,815421,20434,ROCA CHICA DR,2025-12-11T00:00:00,ESD-Street Files/Building Permits,PERMITS,,
4450013080,20436 ROCA CHICA DR,26-0098,BUILDING,ISSUED,2026-01-16T00:00:00,,"NSFR/ATT. GARAGE, CONCRETE SLAB FOUNDATION - PALISADES FIRE REBUILD  SINGLE STORY: 2,920 SF  ATT. GARAGE: 448 SF  TOTAL: 3,368 SF",True,False,https://publicaccess.ci.malibu.ca.us/onbase-portal/BuildingPermits/index.html?OBKey__19_1=819354,819354,20436,ROCA CHICA DR,2026-01-16T00:00:00,ESD-Street Files/Building Permits,PERMITS,,
4450013083,20245 PIEDRA CHICA RD,25-2405,MECHANICAL,ISSUED,2025-12-12T00:00:00,,ESFR – INSTALLATION OF HVAC MINI SPLIT SYSTEM – 4 ZONES,False,False,https://publicaccess.ci.malibu.ca.us/onbase-portal/BuildingPermits/index.html?OBKey__19_1=815321,815321,20245,PIEDRA CHICA RD,2025-12-12T00:00:00,ESD-Street Files/Building Permits,PERMITS,,
4450013084,20238 PIEDRA CHICA RD,25-2331,BUILDING,ISSUED,2025-12-04T00:00:00,,"ESFR INT. REMODEL/EXT. ALTERATION OF KITCHEN/BATHROOMS W/NEW 770 SF ADDITION 1 BEDROOM, 2 BATHROOMS TO INCLUDE NEW INTERIOR FIREPLACE, SKYLIGHT, BALCONY W/ GUARDRAIL, STAIRCASE TO COURTYARD W/ STEPS TO POOL/SPA AREA. UNDERPINNING AT NEW ADDITION.",False,False,https://publicaccess.ci.malibu.ca.us/onbase-portal/BuildingPermits/index.html?OBKey__19_1=814783,814783,20238,PIEDRA CHICA RD,2025-12-04T00:00:00,ESD-Street Files/Building Permits,PERMITS,,
4450014068,20385 SEABOARD RD,26-0370,BUILDING,ISSUED,2026-02-19T00:00:00,,"ESFR – REMOVE AND REPLACE (01) DOOR, SAME SIZE, IN SAME LOCATION  NO STRUCTURAL CHANGES AUTHORIZED",False,False,https://publicaccess.ci.malibu.ca.us/onbase-portal/BuildingPermits/index.html?OBKey__19_1=822412,822412,20385,SEABOARD RD,2026-02-19T00:00:00,ESD-Street Files/Building Permits,PERMITS,,
4450014072,20345 SEABOARD RD,25-1328,BUILDING,FINALLED,2025-07-24T00:00:00,2025-08-28T00:00:00,"RE-ROOF ESFR 32 SQUARES WITH COOL ROOF CHARCOAL COLOR (T-24) INSTALL SYNTHETIC UNDERLAYMENT CLASS A, ICC ES-AC 188. INSTALL TIMBERLINE HD2 RS SHINGLES, ICC ESR 1475 & 3267 AFFECTED BY THE PALISADES FIRE. NO STRUCTURAL CHANGES AUTHORIZED. ROOF MAY HAV",False,False,https://publicaccess.ci.malibu.ca.us/onbase-portal/BuildingPermits/index.html?OBKey__19_1=817251,817251,20345,SEABOARD RD,2025-07-24T00:00:00,ESD-Street Files/Building Permits,PERMITS,,
4450015016,20495 ROCA CHICA DR,,BUILDING,PLAN CHECK ONLY,2026-05-04T00:00:00,,,False,False,https://publicaccess.ci.malibu.ca.us/onbase-portal/BuildingPermits/index.html?OBKey__19_1=828924,828924,20495,ROCA CHICA DR,2026-05-09T00:00:19,ESD-Street Files/Building Permits,PERMITS,,
4450015018,20475 ROCA CHICA DR,25-0490,BUILDING,FINALLED,2025-03-27T00:00:00,2025-05-27T00:00:00,"DEBRIS REMOVAL OF SFR DUE TO PALISADES FIRE. PRIOR TO COMMENCEMENT OF DEBRIS REMOVAL, ALL ONSITE WASTEWATER TREATMENT SYSTEM COMPONENTS MUST BE LOCATED, PROTECTED IN PLACE, AND CAPPED AS NECESSARY WHERE APPLICABLE.   SCHEDULE A PRE-CONSTRUCTION SITE",False,False,https://publicaccess.ci.malibu.ca.us/onbase-portal/BuildingPermits/index.html?OBKey__19_1=793557,793557,20475,ROCA CHICA DR,2025-03-27T00:00:00,ESD-Street Files/Building Permits,PERMITS,,
4450015023,20494 ROYAL STONE DR,25-0576,BUILDING,FINALLED,2025-04-08T00:00:00,2025-08-11T00:00:00,"DEBRIS REMOVAL OF SFR DUE TO PALISADES FIRE. PRIOR TO COMMENCEMENT OF DEBRIS REMOVAL, ALL ONSITE WASTEWATER TREATMENT SYSTEM COMPONENTS MUST BE LOCATED, PROTECTED IN PLACE, AND CAPPED AS NECESSARY WHERE APPLICABLE.   SCHEDULE A PRE- SITE MEETING WITH",False,False,https://publicaccess.ci.malibu.ca.us/onbase-portal/BuildingPermits/index.html?OBKey__19_1=808030,808030,20494,ROYAL STONE DR,2025-04-08T00:00:00,ESD-Street Files/Building Permits,PERMITS,,
4450015024,20491 ROYAL STONE DR,26-1007,BUILDING,ISSUED,2026-05-19T00:00:00,,"REUSE OF EXISTING FOUNDATION, CONCRETE SLAB W/ADDITION OF [N] FOOTINGS AND CONCRETE SLAB PATCHING.",False,False,https://publicaccess.ci.malibu.ca.us/onbase-portal/BuildingPermits/index.html?OBKey__19_1=829858,829858,20491,ROYAL STONE DR,2026-05-19T00:00:00,ESD-Street Files/Building Permits,PERMITS,,
4450015025,20481 ROYAL STONE DR,26-0679,BUILDING,ISSUED,2026-03-27T00:00:00,,DETACHED GARAGE/GUEST HOUSE – PALISADES FIRE REBUILD  DET. GARAGE: 625 SF  GUEST HOUSE: 374 SF  TOTAL: 999 SF  ATT. BALCONY + ROOFTOP DECK,True,False,https://publicaccess.ci.malibu.ca.us/onbase-portal/BuildingPermits/index.html?OBKey__19_1=825561,825561,20481,ROYAL STONE DR,2026-03-27T00:00:00,ESD-Street Files/Building Permits,PERMITS,,
4450015027,20425 ROCA CHICA DR,26-0535,BUILDING,ISSUED,2026-03-10T00:00:00,,"ESFR – REMOVE AND REPLACE (03) WINDOWS IN DINING ROOM, CONVERT (01) WINDOW INTO A DOOR. EXTERIOR LIGHTING TO BE INSTALLED.",False,False,https://publicaccess.ci.malibu.ca.us/onbase-portal/BuildingPermits/index.html?OBKey__19_1=823958,823958,20425,ROCA CHICA DR,2026-03-10T00:00:00,ESD-Street Files/Building Permits,PERMITS,,
4450015033,20394 SEABOARD RD,,BUILDING,PLAN CHECK ONLY,2026-06-16T00:00:00,,,False,False,https://publicaccess.ci.malibu.ca.us/onbase-portal/BuildingPermits/index.html?OBKey__19_1=832070,832070,20394,SEABOARD RD,2026-06-18T00:01:11,ESD-Street Files/Building Permits,PERMITS,,
4450015034,20434 SEABOARD RD,25-0922,BUILDING,FINALLED,2025-05-19T00:00:00,2025-10-10T00:00:00,"DEBRIS REMOVAL OF SFR DUE TO PALISADES FIRE. PRIOR TO COMMENCEMENT OF DEBRIS REMOVAL, ALL ONSITE WASTEWATER TREATMENT SYSTEM COMPONENTS MUST BE LOCATED, PROTECTED IN PLACE, AND CAPPED AS NECESSARY WHERE APPLICABLE.   SCHEDULE A PRE-SITE MEETING WITH",False,False,https://publicaccess.ci.malibu.ca.us/onbase-portal/BuildingPermits/index.html?OBKey__19_1=809167,809167,20434,SEABOARD RD,2025-05-19T00:00:00,ESD-Street Files/Building Permits,PERMITS,,
4450015035,20418 SEABOARD RD,26-0702,BUILDING,ISSUED,2026-03-31T00:00:00,,DETACHED/CANTILEVERED WOOD DECK/COVERED PATIO W/POOL EQUIPMENT ENCLOSURE AND OUTDOOR KITCHEN/BBQ,False,False,https://publicaccess.ci.malibu.ca.us/onbase-portal/BuildingPermits/index.html?OBKey__19_1=825678,825678,20418,SEABOARD RD,2026-03-31T00:00:00,ESD-Street Files/Building Permits,PERMITS,,
4450015036,20406 SEABOARD RD,25-2075,BUILDING,ISSUED,2025-11-07T00:00:00,,"NSFR W/ATT. GARAGE, CONCRETE SLAB FOUNDATION - PALISADES FIRE REBUILD  SINGLE STORY: 3,287 SF  ATT. GARAGE: 484 SF  TOTAL: 3,771 SF  PRE-SITE BUILDING SAFETY INSPECTOR MEETING REQUIRED PRIOR TO THE START OF WORK.",True,False,https://publicaccess.ci.malibu.ca.us/onbase-portal/BuildingPermits/index.html?OBKey__19_1=812734,812734,20406,SEABOARD RD,2025-11-07T00:00:00,ESD-Street Files/Building Permits,PERMITS,,
4450015037,3812 SEAMOOR DR,25-1818,BUILDING,ISSUED,2025-10-15T00:00:00,,"NSFR (SINGLE STORY) W/ ATT. GARAGE ON CONCRETE SLAB, (N) SKYLIGHTS (6 - 20.67 SF, 12.75 SF, 6, SF, 6 SF, 11 SF, 11 SF)  NSFR – 3,000 SF; GARAGE – 506 SF; TOTAL – 3,506 SF,   ATT. PERGOLA – APPROX 130 SF, ISOKERN FIREPLACE (2)  CONDITION OF APPROVAL –",False,False,https://publicaccess.ci.malibu.ca.us/onbase-portal/BuildingPermits/index.html?OBKey__19_1=809786,809786,3812,SEAMOOR DR,2025-10-15T00:00:00,ESD-Street Files/Building Permits,PERMITS,,
4450015040,3800 SEAMOOR DR,25-2458,MECHANICAL,ISSUED,2025-12-18T00:00:00,,"CHANGE OUT (2) CONDENSERS : 3 TON & 4 TON WITH 2 FURNACES, (2) 220V DISCONNECT BOX AND 19 DUCTS. LIKE FOR LIKE.",False,False,https://publicaccess.ci.malibu.ca.us/onbase-portal/BuildingPermits/index.html?OBKey__19_1=816017,816017,3800,SEAMOOR DR,2025-12-18T00:00:00,ESD-Street Files/Building Permits,PERMITS,,
4450015042,3811 SEAMOOR DR,26-0523,BUILDING,ISSUED,2026-04-03T00:00:00,,ADMINSRATIVE CHANGE IN CONTRACTOR FOR NSFR FIRE REBUILD. REF 26-0519,True,False,https://publicaccess.ci.malibu.ca.us/onbase-portal/BuildingPermits/index.html?OBKey__19_1=826011,826011,3811,SEAMOOR DR,2026-04-03T00:00:00,ESD-Street Files/Building Permits,PERMITS,,
4450015048,20490 SEABOARD RD,26-0655,BUILDING,ISSUED,2026-03-25T00:00:00,,"DELTA 1 REVISION: CHANGE TO KITCHEN/DINING AREA, CHANGE SINK LOCATION, ADDITION OF (3) SKYLIGHTS AND (1) KITCHEN WINDOW, CHANGE LOCATION OF DIRECT VENT FIREPLACE IN GREAT ROOM, CHANGE IN LOCATION FOR BUILD IN BBQ TO ALLOW FOR NEW KITCHEN WINDOW.",False,False,https://publicaccess.ci.malibu.ca.us/onbase-portal/BuildingPermits/index.html?OBKey__19_1=825590,825590,20490,SEABOARD RD,2026-03-25T00:00:00,ESD-Street Files/Building Permits,PERMITS,,
